name,is_paid,price,students,num_lectures,level,content_duration,total_effort,published_on,subject,is_online,rating
professional risk manager (prm) certification: level 1,True,50,116,51,mixed,24.0,72.0,2013-07-23,business finance,0,
international tax  - tax beyond boundaries,True,100,27,235,mixed,19.5,58.5,2016-09-06,business finance,0,
the complete financial statement analysis course,True,150,912,37,beginner,3.0,9.0,2017-01-11,business finance,1,3.9
advanced excel functions,True,20,1964,15,mixed,1.5,4.5,2016-01-12,business finance,1,4.2
penny stocks value & chart pattern trading (2 course bundle),True,200,1033,31,beginner,1.5,4.5,2017-02-22,business finance,1,4.6
candlestick analysis for professional traders,True,95,913,48,expert,2.0,6.0,2016-05-18,business finance,1,4.5
build a career in forex trading- learn fundamental analysis,True,200,2092,52,mixed,3.5,10.5,2015-11-23,business finance,1,4.5
financial modeling: build a complete dcf valuation model,True,95,2240,44,mixed,2.5,7.5,2014-12-03,business finance,1,4.3
hands-on financial modeling (with 6 excel templates),True,30,4601,14,intermediate,4.0,12.0,2015-04-02,business finance,1,3.6
caiib advanced bank management (part i),True,25,2953,211,mixed,20.5,61.5,2016-04-15,business finance,1,4.6
stock market investment:non financial fundamental analysis,True,125,1091,29,beginner,3.0,9.0,2016-12-20,business finance,1,3.6
learn how to play cashflow game,True,35,1459,26,beginner,1.0,3.0,2016-10-17,business finance,1,4.2
basics of business finance,True,30,4855,24,beginner,4.0,12.0,2013-03-22,business finance,1,4.5
accounting made easy 2,True,50,4034,40,intermediate,3.0,9.0,2015-09-16,business finance,0,
"bitcoin: el futuro del dinero, hoy",True,200,57,19,intermediate,3.0,9.0,2016-06-06,business finance,1,4.0
aprende a invertir practicando,True,35,26,42,mixed,2.0,6.0,2015-05-28,business finance,0,
trading con retrocesos de fibonacci,True,25,14,15,mixed,2.5,7.5,2017-02-07,business finance,1,4.2
mit finanzwissen zu besserem unternehmertum,True,50,49,23,beginner,3.0,9.0,2017-05-10,business finance,1,4.6
como hacer empresa en 10 sesiones prácticas,True,20,11,10,intermediate,0.5,1.5,2015-11-19,business finance,1,4.7
المحاسبة للإداريين و غير المحاسبين,True,20,9,17,beginner,0.7166666666666667,2.15,2016-04-23,business finance,1,4.4
株式投資で本当のファンダメンタル分析ができるようになる,True,20,91,30,mixed,2.0,6.0,2016-06-21,business finance,1,3.9
curso de trading práctico basado en casos reales,True,20,44,55,mixed,10.0,30.0,2016-08-29,business finance,1,4.2
curso avanzado de trading,True,125,106,100,mixed,20.5,61.5,2015-11-28,business finance,1,4.0
สอนเทรดไบนารี่ อ๊อฟชั่นอย่างง่าย,False,0,2079,25,mixed,2.0,6.0,2015-02-15,business finance,0,
mql4 tutorial golden goose,True,20,135,12,beginner,1.5,4.5,2015-06-07,business finance,0,
análise de concessão de crédito,True,20,31,20,mixed,10.5,31.5,2016-06-29,business finance,0,
technical analysis using elliott wave theory,True,60,217,16,mixed,1.0,3.0,2016-11-01,business finance,1,4.6
the basics of volume analysis,True,60,611,13,mixed,1.5,4.5,2013-02-24,business finance,1,3.8
crash course on cost of capital and capital structuring,False,0,5007,19,mixed,3.0,9.0,2015-04-13,business finance,1,4.8
business accounting made easy,True,50,1168,26,beginner,5.5,16.5,2015-09-05,business finance,0,
build a dcf model from scratch,False,0,4653,5,mixed,0.5166666666666666,1.5499999999999998,2014-09-14,business finance,1,4.1
"multiply your returns using 'value investing"",https://www.udemy.com/multiply-your-returns-using-value-investing/,true,20,1942,19,63,all levels,4.5 hours,2015-07-23t00:08:33z
874284,weekly forex analysis by baraq fx""",False,0,3035,14,mixed,1.5,4.5,2016-06-20,business finance,1,4.1
technical analysis - a practical approach for trade entry,True,60,454,15,expert,2.0,6.0,2013-02-24,business finance,1,4.5
mastering technical analysis : maximizing trading profits,True,60,325,62,mixed,5.0,15.0,2016-03-04,business finance,0,
the complete guide to professional trading with elliott wave,True,115,228,43,mixed,4.5,13.5,2016-05-11,business finance,1,4.6
a complete guide to becoming a trader on the forex market,True,25,562,15,mixed,1.0,3.0,2014-06-28,business finance,1,4.1
stock market for beginners - complete starter toolkit,True,120,577,82,intermediate,6.5,19.5,2016-03-31,business finance,1,4.5
beginners binary options course,False,0,10540,14,beginner,1.5,4.5,2014-04-27,business finance,0,
technical analysis 101: secrets of trading revealed,True,150,912,81,mixed,2.5,7.5,2015-07-16,business finance,1,4.1
forex: what's a trend and when it is strong and reliable,False,0,2955,30,intermediate,2.0,6.0,2016-10-05,business finance,1,3.9
volatility trading analysis with r,True,50,190,45,expert,6.0,18.0,2017-03-06,business finance,0,
how to profit from stock market volatility,False,0,1736,11,mixed,0.6,1.7999999999999998,2017-01-23,business finance,1,4.6
awaken the accountant in you | master the accounting basics,True,35,1135,16,beginner,1.5,4.5,2015-11-24,business finance,1,4.7
we will pay you to trade with us,True,20,2101,11,mixed,2.0,6.0,2014-08-18,business finance,0,
situational trading: proven option strategy for any scenario,True,200,1048,16,mixed,1.5,4.5,2015-11-06,business finance,1,3.8
portfolio management for ca / cs / cfa exams,True,20,1740,8,mixed,1.0,3.0,2015-07-21,business finance,1,
algorithmic trading in matlab: wfatoolbox app gui (finance),True,20,1749,21,mixed,1.0,3.0,2015-06-23,business finance,0,
finding an unlimited amount of investors,True,80,1187,6,mixed,0.7,2.1,2016-03-03,business finance,0,
bookkeeping made easy,True,70,1263,18,beginner,1.5,4.5,2015-07-14,business finance,0,
bitcoin visually. part i.,True,50,115,31,beginner,4.0,12.0,2014-03-16,business finance,1,
learn and master the basics of finance,True,20,43,39,beginner,3.0,9.0,2016-09-25,business finance,1,4.5
forex : learnto trade the improved ( advanced ) patterns,True,75,55,27,mixed,5.5,16.5,2016-01-13,business finance,1,4.3
mastering the market : (technical analysis + candlestick),True,90,18,97,mixed,7.0,21.0,2016-12-16,business finance,0,
mastering countertrend trading : high profit trading pattern,True,40,14,11,mixed,1.0,3.0,2016-10-29,business finance,0,
exam 1 review - managerial accounting (u of h),True,30,47,22,beginner,2.0,6.0,2016-02-11,business finance,1,4.4
* an integrated approach to the fundamentals of accounting,True,200,134,123,mixed,5.5,16.5,2016-03-15,business finance,1,3.5
get to grips with the cfa calculator,True,20,153,14,mixed,1.5,4.5,2013-08-05,business finance,1,
financial model fundamentals-learn the essential skills,True,75,47,27,mixed,2.5,7.5,2015-06-01,business finance,1,4.3
forex: economic news trading,True,25,42,11,mixed,0.6833333333333333,2.05,2016-02-29,business finance,1,4.1
analyze real estate investments | financial modeling,True,20,120,21,mixed,2.0,6.0,2015-07-21,business finance,1,3.6
forex for beginners - a guide to currency trading,True,20,68,23,beginner,0.5,1.5,2015-05-25,business finance,0,
raise your credit score to 800 or more....,True,50,844,40,mixed,2.0,6.0,2015-07-12,business finance,0,
financial management budgeting techniques,True,20,2045,10,mixed,2.0,6.0,2015-04-12,business finance,1,
forex killing divergence - how to trade with precision,True,20,1168,11,mixed,0.6833333333333333,2.05,2015-01-25,business finance,1,3.3
working capital management for ca / cfa / cpa exams,True,25,2342,33,intermediate,3.5,10.5,2014-10-25,business finance,1,
risk analysis - capital budgeting for ca / cs / cfa exams,True,20,2268,47,mixed,5.5,16.5,2015-07-07,business finance,1,
corporate finance 101: financial statement analysis & ratios,True,50,967,43,mixed,8.0,24.0,2016-03-20,business finance,1,4.6
mastering futures options for beginners - your top 5 plays!,True,200,1185,33,beginner,2.5,7.5,2016-02-02,business finance,1,3.0
"professional options trading, simplified",True,200,631,21,mixed,2.0,6.0,2015-04-17,business finance,1,4.2
"advanced options concepts - probability, greeks, simulation",True,60,968,10,intermediate,2.0,6.0,2013-02-27,business finance,1,4.5
accounting basics - a complete study,True,180,1132,332,mixed,29.0,87.0,2015-05-06,business finance,1,4.5
case studies in macro economics,True,50,114,22,beginner,4.0,12.0,2017-05-25,business finance,1,4.0
my forex strategy that win consistently over and over,True,200,204,9,intermediate,1.5,4.5,2016-10-29,business finance,1,4.0
understand banks & financial markets,True,30,1548,34,mixed,3.0,9.0,2013-12-19,business finance,1,4.3
stock technical analysis with python,True,50,409,46,mixed,8.0,24.0,2016-04-12,business finance,0,
how to become an accountant from scratch!,True,40,1169,15,beginner,3.0,9.0,2015-08-20,business finance,1,4.4
how to invest in gold,True,50,249,39,beginner,2.5,7.5,2016-06-14,business finance,1,4.9
automate your finances,True,20,690,21,beginner,1.0,3.0,2014-05-08,business finance,1,4.4
mba accounting and finance for managers(paper ms04 of ignou),True,150,1340,272,mixed,26.0,78.0,2015-07-19,business finance,1,4.2
accounting made easy: a quick guide to financial accounting,True,95,274,18,mixed,1.5,4.5,2015-10-26,business finance,1,4.4
futures/commodity training (basics),False,0,4863,6,beginner,1.5,4.5,2015-02-07,business finance,1,4.5
cost accounting marginal costing theory and practice,True,20,1923,31,mixed,2.5,7.5,2015-03-24,business finance,1,
the big volatility short: the best trade on wall street!,True,200,224,16,mixed,1.5,4.5,2016-04-25,business finance,1,4.5
master finance in three hours,True,20,721,29,beginner,3.0,9.0,2014-10-28,business finance,1,3.6
learn options on futures for hedging options and stocks,True,60,51,6,expert,0.7,2.1,2017-05-23,business finance,1,4.1
option selling trading as income source. beginners friendly,True,195,1276,61,mixed,6.0,18.0,2015-04-06,business finance,0,
introduction to value growth investing,False,0,2768,10,mixed,1.0,3.0,2016-12-20,business finance,1,4.4
become a forex trader - forex trading like a professional,False,0,1735,19,mixed,2.5,7.5,2017-05-28,business finance,1,4.2
hedge fund trading system,False,0,8985,12,mixed,1.0,3.0,2015-03-06,business finance,1,4.4
bulletproof personal finance: expert asset allocation,True,45,1119,18,mixed,1.0,3.0,2016-02-10,business finance,1,4.4
financial accounting: the complete introductory crash course,True,100,2591,69,mixed,10.0,30.0,2015-01-26,business finance,1,4.4
learn about trading options from a real wallstreet trader,True,20,1046,12,mixed,1.0,3.0,2016-02-21,business finance,1,3.3
forex rate -why it fluctuates -for ca / cma / cs / cfa exams,True,20,2239,7,mixed,1.0,3.0,2015-09-20,business finance,1,
how to build a massive stock portfolio from zero!,True,200,1882,129,mixed,11.0,33.0,2015-07-20,business finance,1,4.2
introductory forex trading course,False,0,5931,15,beginner,3.5,10.5,2016-05-04,business finance,1,4.5
budgeting hacks to build wealth!,False,0,4931,7,beginner,0.5333333333333333,1.6,2016-05-31,business finance,1,
accounting and finance for bankers - a comprehensive study,True,180,3056,316,mixed,24.5,73.5,2015-04-10,business finance,1,4.0
forex prep academy for beginners-real trades!,True,75,1303,44,beginner,3.0,9.0,2015-06-19,business finance,1,4.5
accounting for deferred taxes (professional course level),True,25,2924,11,mixed,1.5,4.5,2015-01-15,business finance,1,
trading truths,True,50,1405,27,mixed,2.0,6.0,2015-06-12,business finance,1,2.9
the binary institute - introductory course in binary options,False,0,1121,6,mixed,1.0,3.0,2017-04-27,business finance,1,3.9
forex trading vs option trading,True,95,1776,29,mixed,2.5,7.5,2015-07-08,business finance,0,
how to invest in stocks + billionaire investing tips,True,40,1643,19,mixed,2.0,6.0,2015-07-01,business finance,1,4.8
value investing for beginners,True,100,801,25,beginner,2.5,7.5,2016-05-11,business finance,1,4.5
trading tactics,True,145,951,62,mixed,6.0,18.0,2015-02-13,business finance,1,3.8
mql4 tutorial bootcamp - trading robot coding in metatrader4,True,30,1278,23,beginner,0.7166666666666667,2.15,2015-07-02,business finance,0,
ultimate retirement: build your own dynamic retirement plan,True,50,1184,37,mixed,6.0,18.0,2015-07-28,business finance,1,3.7
build a solid foundation for trading options,True,20,1115,8,mixed,1.0,3.0,2016-05-26,business finance,1,4.3
forex scam: avoid the scam today,True,20,1086,28,mixed,2.0,6.0,2016-02-05,business finance,1,
cost accounting crash course,True,20,3730,17,mixed,2.5,7.5,2015-04-10,business finance,1,
option trading for rookies: basic option strategies,True,95,810,61,mixed,2.5,7.5,2016-08-25,business finance,1,4.7
business analysis:  working with use cases,True,90,2338,5,mixed,1.5,4.5,2013-04-17,business finance,1,4.6
learn to raise the funds you need via crowdfunding,True,20,3403,70,mixed,8.0,24.0,2014-09-19,business finance,1,3.9
business finances,True,75,4695,20,beginner,1.0,3.0,2014-05-07,business finance,1,3.7
financial accounting - a brief introduction,False,0,17847,17,beginner,1.0,3.0,2016-02-24,business finance,1,4.5
trading economic indicators - complete trading system,True,50,2692,25,beginner,1.5,4.5,2015-09-17,business finance,1,4.7
foundation of options trading and investing,True,20,6374,14,mixed,1.0,3.0,2013-10-16,business finance,0,
option trading - how to earn if you can't predict the market,True,145,2305,30,mixed,1.5,4.5,2015-07-22,business finance,1,3.6
the financial analyst skills training (fast) course 2017,True,100,589,138,mixed,10.0,30.0,2017-01-02,business finance,1,4.2
covered calls - powerful income strategy for stock traders,True,60,22,8,beginner,1.0,3.0,2017-07-03,business finance,1,4.6
accounting 1 simplified for you,True,45,2490,13,beginner,3.0,9.0,2014-11-10,business finance,1,4.4
[value investing] where white people keep their money,True,200,2715,20,expert,4.0,12.0,2016-05-25,business finance,1,3.5
how to start investing: made simple and easy,True,200,1506,12,mixed,1.0,3.0,2016-11-25,business finance,0,
basics of commerce a complete study,True,150,2197,105,mixed,5.5,16.5,2016-12-21,business finance,1,4.7
the passive investing blueprint - build wealth passively,True,200,338,66,mixed,3.5,10.5,2017-03-08,business finance,1,4.1
7 steps: your introduction to trading,True,25,1076,176,beginner,5.0,15.0,2016-11-04,business finance,1,4.1
forex - elliott wave theory with fibonacci.,True,20,2769,32,mixed,1.5,4.5,2015-06-19,business finance,0,
the actuarial profession: basic sciences and principles,True,25,1531,7,beginner,0.5833333333333334,1.75,2016-11-20,business finance,1,
investing in stocks: avoid stock market loss,True,125,1136,13,beginner,1.0,3.0,2016-11-29,business finance,1,3.7
quickbooks online: complete guide & certification tips,True,50,2187,91,mixed,13.0,39.0,2015-08-03,business finance,1,4.8
